Name	*comment	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	divide	multiply	add
Hibernal		1	1	1	1		1				1	152	map-mon-extra-cold		5	10	map-glob-density		25	30	map-play-mag-gold%		15	20			t1m	t2m	t3m	t4m											0
Snowflake		1	1	1	1		1				1	152	map-mon-extra-cold		10	15	map-glob-density		30	35	map-play-mag-gold%		25	30			t2m	t3m	t4m												0
Shivering		1	1	1	1		1				1	152	map-mon-extra-cold		15	20	map-glob-density		35	40	map-play-mag-gold%		35	40			t3m	t4m													0
Static		1	1	1	1		1				1	153	map-mon-extra-ltng		5	10	map-glob-density		25	40	map-play-addxp		3	4			t1m	t2m	t3m	t4m											0
Glowing		1	1	1	1		1				1	153	map-mon-extra-ltng		10	15	map-glob-density		35	45	map-play-addxp		4	5			t2m	t3m	t4m												0
Arcing		1	1	1	1		1				1	153	map-mon-extra-ltng		15	20	map-glob-density		45	50	map-play-addxp		5	6			t3m	t4m													0
Toxic		1	1	1	1		1				1	154	map-mon-extra-pois		5	10	map-glob-density		30	40	map-play-mag-gold%		5	10			t1m	t2m	t3m	t4m											0
Pestilent		1	1	1	1		1				1	154	map-mon-extra-pois		10	15	map-glob-density		40	50	map-play-mag-gold%		15	20			t2m	t3m	t4m												0
Septic		1	1	1	1		1				1	154	map-mon-extra-pois		15	20	map-glob-density		50	60	map-play-mag-gold%		25	30			t3m	t4m													0
Magic		1	1	1	1		1				1	155	map-mon-extra-mag		5	10	map-glob-density		25	35	map-play-mag-gold%		10	15																	0
Arcane		1	1	1	1		1				1	155	map-mon-extra-mag		10	15	map-glob-density		35	45	map-play-mag-gold%		15	20																	0
Ancient		1	1	1	1		1				1	155	map-mon-extra-mag		15	20	map-glob-density		45	50	map-play-mag-gold%		20	25																	0
Promoted		1	1	1	1		1				1	300	map-glob-arealevel		1	1	map-play-addxp		3	4	map-play-mag-gold%		15	20																	0
Elevated		1	1	1	1		1				1	300	map-glob-arealevel		1	1	map-play-addxp		4	5	map-play-mag-gold%		20	25																	0
Ascended		1	1	1	1		1				1	300	map-glob-arealevel		1	1	map-play-addxp		5	6	map-play-mag-gold%		30	35																	0
Silver		1	1	1	1		1				1	156	map-mon-att-pierce		10	20	map-glob-density		15	20	map-play-mag-gold%		15	20			t1m	t2m	t3m	t4m											0
Shining		1	1	1	1		1				1	156	map-mon-att-pierce		20	30	map-glob-density		30	35	map-play-mag-gold%		30	35			t2m	t3m	t4m												0
Opulent		1	1	1	1		1				1	156	map-mon-att-pierce		30	40	map-glob-density		35	40	map-play-mag-gold%		45	50			t3m	t4m													0
Fast		1	1	1	1		1				1	305	map-mon-att-cast-speed		40	60	map-glob-density		30	40	map-play-addxp		3	4			t1m	t2m	t3m	t4m											0
Speedy		1	1	1	1		1				1	305	map-mon-att-cast-speed		60	80	map-glob-density		40	50	map-play-addxp		4	5			t2m	t3m	t4m												0
Ludicrous		1	1	1	1		1				1	305	map-mon-att-cast-speed		80	100	map-glob-density		50	60	map-play-addxp		5	6			t3m	t4m													0
Large		1	1	1	1		1				1	311	map-mon-hp%		10	20	map-glob-density		30	40	map-play-addxp		5	6			t1m	t2m	t3m	t4m											0
Huge		1	1	1	1		1				1	311	map-mon-hp%		20	30	map-glob-density		40	50	map-play-addxp		6	7			t2m	t3m	t4m												0
Colossal		1	1	1	1		1				1	311	map-mon-hp%		30	40	map-glob-density		50	60	map-play-addxp		7	8			t3m	t4m													0
Strong		1	1	1	1		1				1	158	map-mon-ed%		10	15	map-play-addxp		4	5	map-play-mag-gold%		10	15			t1m	t2m	t3m	t4m											0
Mighty		1	1	1	1		1				1	158	map-mon-ed%		15	20	map-play-addxp		5	6	map-play-mag-gold%		25	30			t2m	t3m	t4m												0
Formidable		1	1	1	1		1				1	158	map-mon-ed%		20	25	map-play-addxp		6	7	map-play-mag-gold%		40	45			t3m	t4m													0
Splashing		1	1	1	1		1				1	157	map-mon-splash	358	100	1	map-glob-density		15	25	map-play-mag-gold%		5	10			t1m	t2m	t3m	t4m											0
Splashing		1	1	1	1		1				1	157	map-mon-splash	358	100	1	map-glob-density		35	45	map-play-mag-gold%		20	25			t2m	t3m	t4m												0
Splashing		1	1	1	1		1				1	157	map-mon-splash	358	100	1	map-glob-density		45	50	map-play-mag-gold%		35	40			t3m	t4m													0
Bloody		1	1	1	1		1				1	312	map-mon-openwounds		5	10	map-play-addxp		4	5	map-play-mag-gold%		5	10			t1m	t2m	t3m	t4m											0
Gory		1	1	1	1		1				1	312	map-mon-openwounds		10	15	map-play-addxp		5	6	map-play-mag-gold%		20	25			t2m	t3m	t4m												0
Sanguinary		1	1	1	1		1				1	312	map-mon-openwounds		15	20	map-play-addxp		6	7	map-play-mag-gold%		35	40			t3m	t4m													0
Unhealthy		1	1	1	1		1				1	315	map-play-regen		-40	-30	map-play-addxp		3	4	map-play-mag-gold%		5	10			t1m	t2m	t3m	t4m											0
Sickly		1	1	1	1		1				1	315	map-play-regen		-60	-50	map-play-addxp		4	5	map-play-mag-gold%		20	25			t2m	t3m	t4m												0
Diseased		1	1	1	1		1				1	315	map-play-regen		-80	-70	map-play-addxp		5	6	map-play-mag-gold%		35	40			t3m	t4m													0
Crushing		1	1	1	1		1				1	163	map-mon-crush		15	25	map-glob-density		15	20	map-play-mag-gold%		5	10			t1m	t2m	t3m	t4m											0
Smashing		1	1	1	1		1				1	163	map-mon-crush		25	35	map-glob-density		30	35	map-play-mag-gold%		20	25			t2m	t3m	t4m												0
Obliterating		1	1	1	1		1				1	163	map-mon-crush		35	45	map-glob-density		35	40	map-play-mag-gold%		35	40			t3m	t4m													0
Sparking		1	1	1	1		1				1	164	map-mon-phys-as-extra-ltng		60	80	map-glob-density		25	30	map-play-mag-gold%		5	10			t1m	t2m	t3m	t4m											0
Shocking		1	1	1	1		1				1	164	map-mon-phys-as-extra-ltng		70	90	map-glob-density		30	35	map-play-mag-gold%		20	25			t2m	t3m	t4m												0
Thunderous		1	1	1	1		1				1	164	map-mon-phys-as-extra-ltng		80	100	map-glob-density		35	40	map-play-mag-gold%		35	40			t3m	t4m													0
Chilling		1	1	1	1		1				1	165	map-mon-phys-as-extra-cold	25	60	80	map-glob-density		25	30	map-play-mag-gold%		5	10			t1m	t2m	t3m	t4m											0
Boreal		1	1	1	1		1				1	165	map-mon-phys-as-extra-cold	25	70	90	map-glob-density		30	35	map-play-mag-gold%		20	25			t2m	t3m	t4m												0
Glacial		1	1	1	1		1				1	165	map-mon-phys-as-extra-cold	25	80	100	map-glob-density		35	40	map-play-mag-gold%		35	40			t3m	t4m													0
Smoking		1	1	1	1		1				1	166	map-mon-phys-as-extra-fire		60	80	map-glob-density		25	30	map-play-mag-gold%		5	10			t1m	t2m	t3m	t4m											0
Molten		1	1	1	1		1				1	166	map-mon-phys-as-extra-fire		70	90	map-glob-density		30	35	map-play-mag-gold%		20	25			t2m	t3m	t4m												0
Volcanic		1	1	1	1		1				1	166	map-mon-phys-as-extra-fire		80	100	map-glob-density		35	40	map-play-mag-gold%		35	40			t3m	t4m													0
Poisonous		1	1	1	1		1				1	167	map-mon-phys-as-extra-pois	125	123	163	map-glob-density		25	30	map-play-mag-gold%		5	10			t1m	t2m	t3m	t4m											0
Envenomed		1	1	1	1		1				1	167	map-mon-phys-as-extra-pois	125	143	184	map-glob-density		30	35	map-play-mag-gold%		20	25			t2m	t3m	t4m												0
Plagued		1	1	1	1		1				1	167	map-mon-phys-as-extra-pois	125	163	205	map-glob-density		35	40	map-play-mag-gold%		35	40			t3m	t4m													0
Runic		1	1	1	1		1				1	168	map-mon-phys-as-extra-mag		8	10	map-glob-density		25	30	map-play-mag-gold%		5	10			t1m	t2m	t3m	t4m											0
Taboo		1	1	1	1		1				1	168	map-mon-phys-as-extra-mag		10	12	map-glob-density		30	35	map-play-mag-gold%		20	25			t2m	t3m	t4m												0
Occult		1	1	1	1		1				1	168	map-mon-phys-as-extra-mag		12	14	map-glob-density		35	40	map-play-mag-gold%		35	40			t3m	t4m													0
Stygian		1	1	1	1		1				1	169	map-glob-add-mon-doll		690	690	map-glob-density		50	60	map-play-mag-gold%		40	45			t1m	t2m	t3m												0
Lustful		1	1	1	1		1				1	169	map-glob-add-mon-succ		885	885	map-glob-density		50	60	map-play-mag-gold%		45	50			t1m	t2m	t3m												0
Vampiric		1	1	1	1		1				1	169	map-glob-add-mon-vamp		697	697	map-glob-density		35	40	map-play-mag-gold%		15	20			t1m	t2m	t3m												0
Bovine		1	1	1	1		1				1	169	map-glob-add-mon-cow		391	391	map-glob-density		35	40	map-play-mag-gold%		15	20			t1m	t2m	t3m												0
Reanimated		1	1	1	1		1				1	169	map-glob-add-mon-horde		698	698	map-glob-density		50	60	map-play-mag-gold%		35	40			t1m	t2m	t3m												0
Ghastly		1	1	1	1		1				1	169	map-glob-add-mon-ghost		732	732	map-glob-density		35	40	map-play-mag-gold%		15	20			t1m	t2m	t3m												0
Blood Letting		1	1	1	13		12				3	200	heal-kill		1	1											weap	ring	circ	tors	helm	shld	misl								0
Murderous		100	1	1	51		44				1	200	heal-kill		2	5											weap	circ	tors	helm	shld	misl									0
Blood Sucking		100	1	1	32		26				2	200	heal-kill		1	3											jewl	tors	helm	shld	weap	ring	misl								0
Channeling		100	1	1	14		14				3	201	extra-ltng		1	1											mcha														0
Cold		100	1	1	14		14				3	201	extra-cold		1	1											mcha														0
Cinder		100	1	1	14		14				3	201	extra-fire		1	1											mcha														0
Morbid		100	1	1	14		14				3	201	extra-pois		1	1											mcha														0
Sparkling		100	0	1	14		14				3	201	extra-magi		1	1											mcha														0
Discharging		100	1	1	28		28				3	201	extra-ltng		1	2											mcha														0
Frigid		100	1	1	28		28				3	201	extra-cold		1	2											mcha														0
Wildfire		100	1	1	28		28				3	201	extra-fire		1	2											mcha														0
Malicious		100	1	1	28		28				3	201	extra-pois		1	2											mcha														0
Effervescent		100	0	1	28		28				3	201	extra-magi		1	2											mcha														0
Conduit		100	1	1	42		42				2	201	extra-ltng		2	3											mcha														0
Numbing		100	1	1	42		42				2	201	extra-cold		2	3											mcha														0
Inferno		100	1	1	42		42				2	201	extra-fire		2	3											mcha														0
Infectious		100	1	1	42		42				2	201	extra-pois		2	3											mcha														0
Scintillating		100	0	1	42		42				2	201	extra-magi		2	3											mcha														0
Visceral		100	1	1	75		69				1	105	dmg%		301	400									1	blac	miss	amaz	knif	club	mace	tkni	taxe	aspe							0
Divine		100	1	1	45		37				1	142	att-undead		326	450	dmg-undead		276	350						lgld	miss														0
Celestial		100	1	1	55		41				1	123	att-demon		301	400	dmg-demon		201	300					1	dgld	miss														0
Grandmaster's		100	1	1	69		61				4	111	att		251	300	dmg%		151	200					1	dgld	miss														0
Supporting		1	1	1	25		18				2	105	dmg%		10	20											tors	shld													0
Reinforcing		1	1	1	35		28				2	105	dmg%		20	40											tors	shld													0
Empowering		1	1	1	45		38				2	105	dmg%		40	60											tors	shld													0
Bolstering		1	1	1	55		48				2	105	dmg%		60	80											tors	shld													0
Fortifying		1	1	1	65		58				2	105	dmg%		80	120											tors	shld													0
Embattled		1	1	1	75		68				2	105	dmg%		120	160											tors	shld													0
Rampaging		1	1	1	85		78				1	105	dmg%		160	200											tors														0
Lancer's		100	1	1	60		45	ama			1	125	skilltab	2	3	3									1	lgld	aspe														0
Archer's		100	1	1	60		45	ama			1	125	skilltab	0	3	3									1	lgld	miss														0
Artificer's		100	1	1	33		25				2	122	sock	3													weap	shld	tors					thro							0
Artificer's		100	1		33		25				2	122	sock	3													weap	shld	helm	tors				thro							0
Lancer's		100	1		60		45	ama			1	125	skilltab	2	3	3									1	lgld	circ	glov													0
Maiden's		1	1	1	36		65	ama			1	125	ama		1	1											helm	shld	tors												950000
Monk's		1	1	1	65		58	pal			1	125	pal		1	1											tors	shld	helm												950000
Summoner's		1	1	1	65		58	nec			1	125	nec		1	1											tors	shld	helm												950000
Angel's		1	1	1	65		58	sor			1	125	sor		1	1											tors	shld	helm												950000
Slayer's		1	1	1	65		58	bar			1	125	bar		1	1											tors	helm	shld												950000
Shaman's		100	1	1	65		58	dru			1	125	dru		1	1											tors	shld	helm												950000
Magekiller's		100	1	1	65		58	ass			1	125	ass		1	1											tors	shld	helm												950000
Cerulean		100	1	1	49		41				2	115	mana		21	30									1	cblu	jewl														0
Lancer's		100	1		60		45	ama			1	125	skilltab	2	3	3									1	lgld	amul														0
Souless		1	1	1	1		1				1	169	map-glob-add-mon-souls		918	918	map-glob-density		50	60	map-play-mag-gold%		50	60			t1m	t2m	t3m												0
Shamanic		1	1	1	1		1				1	169	map-glob-add-mon-fetish		785	785	map-glob-density		40	50	map-play-mag-gold%		25	30			t1m	t2m	t3m												0
Strange		100	1		32		24				5	110	att		151	300									1	lgld	misl														0
Unearthly		100	1		25		18				1	123	att-demon		101	150	dmg-demon		51	100							misl														0
Plague		100	1	1	50		37				1	140	dmg-pois	150	626	626									1	dgrn	weap	misl													0
Savage		1	1		26		19				7	105	dmg%		66	80									1	dgld	misl														0
Cardinal		100	1	1	38		30				4	103	dmg-min		10	14									1	dred	jewl	misl													0
Penetrating		100	1	1	15		10				4	143	pierce		5	10											misl														0
Puncturing		100	1	1	30		25				3	143	pierce		11	20											misl														0
Piercing		100	1	1	45		40				2	143	pierce		21	30											misl														0
Impaling		100	1		60		55				2	143	pierce		31	40											misl														0
Devout		100	1	1	3		1				4	142	att-undead		25	50	dmg-undead		10	25							misl														0
Consecrated		100	1	1	15		11				4	142	att-undead		25	75	dmg-undead		25	75							misl														0
Pure		100	1		25		18				3	142	att-undead		76	175	dmg-undead		76	125						lgld	misl														0
