name	*name	szFlavorText	compactsave	version	level	levelreq	rarity	spawnable	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	special	Transmogrify	TMogType	TMogMin	TMogMax	useable	throwable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldesccalc	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HraltiMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	*eol
Sur Rune	Sur		1	100	61	61	26	1	0	1	102060		r29	r29	r29	16	1	1	0	0	0	flprun	invrSur			0	xxx			0	0	rune	r29g	item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Ber Rune	Ber		1	100	63	63	27	1	0	1	109760		r30	r30	r30	16	1	1	0	0	0	flprun	invrBer			0	xxx			0	0	rune	r30g	item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Jah Rune	Jah		1	100	65	65	28	1	0	1	117740		r31	r31	r31	16	1	1	0	0	0	flprun	invrJo			0	xxx			0	0	rune	r31g	item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Cham Rune	Cham		1	100	67	67	29	1	0	1	126000		r32	r32	r32	16	1	1	0	0	0	flprun	invrCham			0	xxx			0	0	rune	r32g	item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Zod Rune	Zod		1	100	69	69	30	1	0	1	134540		r33	r33	r33	16	1	1	0	0	0	flprun	invrZod			0	xxx			0	0	rune	r33g	item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Jewel	Jewel		0	100	1	0	8	1	0	1	1000		jew	gpw	jew	16	1	1	0	0	0	flpgsw	invgswe			0	xxx			0	0	jewl	jewg	item_jewel	12	item_jewel	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Maguffin	ice		0	100	0	0	999	0	0	1	10000		ice	scr	ice	16	1	1	0	0	0	flpwps	invxyz			0	xxx			0	0	ques		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0	32	1	0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Scroll	Scroll		0	100	0	0	0	1	0	1	100		0sc	rsc	0sc	16	1	1	0	0	0	flprsc	invrsc			0	xxx			1	0	scro		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Scroll of Malah - Boost Resistances	Scroll of Malah - Boost Resistances		1	100	0	0	999	0	0	1	0		tr2	scr	tr2	16	2	2	0	0	0	flpscr	invscb			0	xxx			1	0	ques		item_scroll	10	item_scroll	1	0	5	0	0	0	0	0	0	0	32	1	0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Pandemonium Key 1	Pandemonium Key 1		0	100	0	0	1	0	0	1	115000		pk1	key	pk1	16	1	2	0	0	0	flpmph	terkey			0	xxx			0	0	ubr		item_key	12	item_key	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Pandemonium Key 2	Pandemonium Key 2		0	100	0	0	1	0	0	1	115000		pk2	key	pk2	16	1	2	0	0	0	flpmph	hatkey			0	xxx			0	0	ubr		item_key	12	item_key	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Pandemonium Key 3	Pandemonium Key 3		0	100	0	0	1	0	0	1	115000		pk3	key	pk3	16	1	2	0	0	0	flpmph	invmph			0	xxx			0	0	ubr		item_key	12	item_key	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Diablo's Horn	Diablo's Horn		0	100	0	0	1	0	0	1	115000		dhn	fng	dhn	16	1	1	0	0	0	flpfang	invfang			0	xxx			0	0	ubr	ubor	item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Baal's Eye	Baal's Eye		0	109	0	0	1	0	0	1	115000		bey	eyz	bey	16	1	1	0	0	0	flpeye	inveye			0	xxx			0	0	ubr	ubor	item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Mephisto's Brain	Mephisto's Brain		0	100	0	0	1	0	0	1	115000		mbr	brz	mbr	16	1	1	0	0	0	flpbrnz	invbrnz			0	xxx			0	0	ubr	ubor	item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Token of Absolution	Token of Absolution		0	100	0	0	0	1	0	1	279000		toa	toa	toa	16	1	1	0	0	0	flprun	invtoa			0	xxx			1	0	ubr		item_amulet	14	item_book	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Twisted Essence of Suffering	Twisted Essence of Suffering		0	100	0	0	1	0	0	1	10000		tes	fng	tes	16	1	1	0	0	0	flpgsb	invtes			0	xxx			0	0	ubr		item_rare	12	item_rare	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Charged Essense of Hatred	Charged Essense of Hatred		0	100	0	0	1	0	0	1	10000		ceh	eyz	ceh	16	1	1	0	0	0	flpgsy	invceh			0	xxx			0	0	ubr		item_rare	12	item_rare	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Burning Essence of Terror	Burning Essence of Terror		0	100	0	0	1	0	0	1	10000		bet	fng	bet	16	1	1	0	0	0	flpgsr	invbet			0	xxx			0	0	ubr		item_rare	12	item_rare	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Festering Essence of Destruction	Festering Essence of Destruction		0	100	0	0	1	0	0	1	10000		fed	brz	fed	16	1	1	0	0	0	flpgsg	invfed			0	xxx			0	0	ubr		item_rare	12	item_rare	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Standard	Standard		0	100	90	90	4	1	0	1	2000		std	flg	std	16	1	1	0	0	0	flpflag	invflag			0	xxx			0	0	ques		item_charm	12	item_charm	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Worldstone Shard	Worldstone Shard		0	100	60	0	1	1	0	1	50		wss	wss	wss	16	1	1	0	0	0	flpwss	invwss			0	xxx			0	0	corr		item_rare	12	item_rare	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Imbue Magic	Imbue Magic		0	100	0	0	1	1	0	1	50000		imma	imma	imma	16	1	1	0	0	0	flpgsb	invimma			0	xxx			0	0	imma		item_amulet	14	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255					255			0	0	0	xxx	xxx			1	1		0
Imbue Random	Imbue Random		0	100	0	0	1	1	0	1	100000		imrn	imrn	imrn	16	1	1	0	0	0	flpwss	invimrn			0	xxx			0	0	imrn		item_amulet	14	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1	1		0
Imbue Rare	Imbue Rare		0	100	0	0	1	1	0	1	200000		imra	imra	imra	16	1	1	0	0	0	flpgsy	invimra			0	xxx			0	0	imra		item_amulet	14	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255					255			0	0	0	xxx	xxx			1	1		0
Reroll Rare	Reroll Rare		0	100	0	0	1	1	0	1	150000		rera	rera	rera	16	1	1	0	0	0	flpgsw	invrera			0	xxx			0	0	rera		item_amulet	14	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255					255			0	0	0	xxx	xxx			1	1		0
Scour	Scour		0	100	0	0	1	1	0	1	75000		scou	scou	scou	16	1	1	0	0	0	flpgsr	invscou			0	xxx			0	0	scou		item_amulet	14	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255					255			0	0	0	xxx	xxx			1	1		0
Upgrade Mag	Upgrade Mag		0	100	0	0	1	1	0	1	100000		upma	upma	upma	16	1	1	0	0	0	flpgsb	invupma			0	xxx			0	0	upma		item_amulet	14	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255					255			0	0	0	xxx	xxx			1	1		0
Upgrade Map	Upgrade Map		0	100	0	0	1	1	0	1	200000		upmp	upmp	upmp	16	1	1	0	0	0	flpgsw	invcar			0	xxx			0	0	upmp		item_amulet	14	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255					255			0	0	0	xxx	xxx			1	1		0
Fortify Map	Fortify Map		0	100	0	0	1	1	0	1	15000		fort	fort	fort	16	1	1	0	0	0	flpgsw	fortify			0	xxx			0	0	fort		item_amulet	14	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255					255			0	0	0	xxx	xxx			1	1		0
Dungeon Scarab	Dungeon Scarab		0	100	87	0	1	1	0	1	250000		scrb	scrb	scrb	16	1	1	0	0	0	flpgsy	scarab			0	xxx			0	0	scrb		item_amulet	14	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Puzzlebox	Puzzlebox		0	100	80	0	1	1	0	1	1112065		lbox	lbox	lbox	16	1	1	0	0	0	flpbox	invlbox			0	xxx			0	0	lbox		item_rare	12	item_rare	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Flawless Amethyst Stack	Flawless Amethyst Stack		0	0	0	15	5	1	0	1	10		gzvs	gzvs	gzv	16	1	1	0	0	0	flpgsv	invgsvds			0	xxx			0	0	gg3a	gsm3	item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	gpvs	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Perfect Amethyst Stack	Perfect Amethyst Stack		0	0	0	18	6	1	0	1	10		gpvs	gpvs	gpv	16	1	1	0	0	0	flpgsv	invgsves			0	xxx			0	0	gg4a	gsm4	item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Flawless Topaz Stack	Flawless Topaz Stack		0	0	0	15	6	1	0	1	10		glys	glys	gly	16	1	1	0	0	0	flpgsy	invgsyds			0	xxx			0	0	gg3t	gsm3	item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	gpys	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Perfect Topaz Stack	Perfect Topaz Stack		0	0	0	18	7	1	0	1	10		gpys	gpys	gpy	16	1	1	0	0	0	flpgsy	invgsyes			0	xxx			0	0	gg4t	gsm4	item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Flawless Saphire Stack	Flawless Saphire Stack		0	0	0	15	7	1	0	1	10		glbs	glbs	glb	16	1	1	0	0	0	flpgsb	invgsbds			0	xxx			0	0	gg3s	gsm3	item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	gpbs	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Perfect Saphire Stack	Perfect Saphire Stack		0	0	0	18	8	1	0	1	10		gpbs	gpbs	gpb	16	1	1	0	0	0	flpgsb	invgsbes			0	xxx			0	0	gg4s	gsm4	item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Flawless Emerald Stack	Flawless Emerald Stack		0	0	0	15	8	1	0	1	10		glgs	glgs	glg	16	1	1	0	0	0	flpgsg	invgsgds			0	xxx			0	0	gg3e	gsm3	item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	gpgs	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Perfect Emerald Stack	Perfect Emerald Stack		0	0	0	18	9	1	0	1	10		gpgs	gpgs	gpg	16	1	1	0	0	0	flpgsg	invgsges			0	xxx			0	0	gg4e	gsm4	item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Flawless Ruby Stack	Flawless Ruby Stack		0	0	0	15	9	1	0	1	10		glrs	glrs	glr	16	1	1	0	0	0	flpgsr	invgsrds			0	xxx			0	0	gg3r	gsm3	item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	gprs	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Perfect Ruby Stack	Perfect Ruby Stack		0	0	0	18	10	1	0	1	10		gprs	gprs	gpr	16	1	1	0	0	0	flpgsr	invgsres			0	xxx			0	0	gg4r	gsm4	item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Flawless Diamond Stack	Flawless Diamond Stack		0	0	0	15	10	1	0	1	10		glws	glws	glw	16	1	1	0	0	0	flpgsw	invgswds			0	xxx			0	0	gg3d	gsm3	item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	gpws	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Perfect Diamond Stack	Perfect Diamond Stack		0	0	0	18	11	1	0	1	10		gpws	gpws	gpw	16	1	1	0	0	0	flpgsw	invgswes			0	xxx			0	0	gg4d	gsm4	item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Flawless Skull Stack	Flawless Skull Stack		0	0	0	15	11	1	0	1	10		skls	skls	skl	16	1	1	0	0	0	flpskl	invskls			0	xxx			0	0	gg3z	gsm3	item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	skzs	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Perfect Skull Stack	Perfect Skull Stack		0	0	0	18	12	1	0	1	10		skzs	skzs	skz	16	1	1	0	0	0	flpskl	invskzs			0	xxx			0	0	gg4z	gsm4	item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
El Rune Stack	El		0	100	11	11	1	1	0	1	560		r01s	r01s	r01	16	1	1	0	0	0	flprun	invrsEl			0	xxx			0	0	runs	r01g	item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Eld Rune Stack	Eld		0	100	11	11	1	1	0	1	560		r02s	r02s	r02	16	1	1	0	0	0	flprun	invrsEld			0	xxx			0	0	runs	r02g	item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Tir Rune Stack	Tir		0	100	13	13	2	1	0	1	1260		r03s	r03s	r03	16	1	1	0	0	0	flprun	invrsTir			0	xxx			0	0	runs	r03g	item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Nef Rune Stack	Nef		0	100	13	13	2	1	0	1	1260		r04s	r04s	r04	16	1	1	0	0	0	flprun	invrsNef			0	xxx			0	0	runs	r04g	item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Eth Rune Stack	Eth		0	100	15	15	3	1	0	1	2240		r05s	r05s	r05	16	1	1	0	0	0	flprun	invrsEth			0	xxx			0	0	runs	r05g	item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Ith Rune Stack	Ith		0	100	15	15	3	1	0	1	2240		r06s	r06s	r06	16	1	1	0	0	0	flprun	invrsIth			0	xxx			0	0	runs	r06g	item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Tal Rune Stack	Tal		0	100	17	17	4	1	0	1	3500		r07s	r07s	r07	16	1	1	0	0	0	flprun	invrsTal			0	xxx			0	0	runs	r07g	item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Ral Rune Stack	Ral		0	100	19	19	5	1	0	1	5040		r08s	r08s	r08	16	1	1	0	0	0	flprun	invrsRal			0	xxx			0	0	runs	r08g	item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Ort Rune Stack	Ort		0	100	21	21	6	1	0	1	6860		r09s	r09s	r09	16	1	1	0	0	0	flprun	invrsOrt			0	xxx			0	0	runs	r09g	item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Thul Rune Stack	Thul		0	100	23	23	7	1	0	1	8960		r10s	r10s	r10	16	1	1	0	0	0	flprun	invrsThul			0	xxx			0	0	runs	r10g	item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Amn Rune Stack	Amn		0	100	25	25	8	1	0	1	11340		r11s	r11s	r11	16	1	1	0	0	0	flprun	invrsAmn			0	xxx			0	0	runs	r11g	item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Sol Rune Stack	Sol		0	100	27	27	9	1	0	1	14000		r12s	r12s	r12	16	1	1	0	0	0	flprun	invrsSol			0	xxx			0	0	runs	r12g	item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Shael Rune Stack	Shael		0	100	29	29	10	1	0	1	16940		r13s	r13s	r13	16	1	1	0	0	0	flprun	invrsShael			0	xxx			0	0	runs	r13g	item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Dol Rune Stack	Dol		0	100	31	31	11	1	0	1	20160		r14s	r14s	r14	16	1	1	0	0	0	flprun	invrsDol			0	xxx			0	0	runs	r14g	item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Hel Rune Stack	Hel		0	100	33	0	12	1	0	1	1715		r15s	r15s	r15	16	1	1	0	0	0	flprun	invrsHel			0	xxx			0	0	runs	r15g	item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Io Rune Stack	Io		0	100	35	35	13	1	0	1	27440		r16s	r16s	r16	16	1	1	0	0	0	flprun	invrsIo			0	xxx			0	0	runs	r16g	item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Lum Rune Stack	Lum		0	100	37	37	14	1	0	1	31500		r17s	r17s	r17	16	1	1	0	0	0	flprun	invrsLum			0	xxx			0	0	runs	r17g	item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Ko Rune Stack	Ko		0	100	39	39	15	1	0	1	35840		r18s	r18s	r18	16	1	1	0	0	0	flprun	invrsKo			0	xxx			0	0	runs	r18g	item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Fal Rune Stack	Fal		0	100	41	41	16	1	0	1	40460		r19s	r19s	r19	16	1	1	0	0	0	flprun	invrsFal			0	xxx			0	0	runs	r19g	item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Lem Rune Stack	Lem		0	100	43	43	17	1	0	1	45360		r20s	r20s	r20	16	1	1	0	0	0	flprun	invrsLem			0	xxx			0	0	runs	r20g	item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Pul Rune Stack	Pul		0	100	45	45	18	1	0	1	50540		r21s	r21s	r21	16	1	1	0	0	0	flprun	invrsPul			0	xxx			0	0	runs	r21g	item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Um Rune Stack	Um		0	100	47	47	19	1	0	1	56000		r22s	r22s	r22	16	1	1	0	0	0	flprun	invrsUm			0	xxx			0	0	runs	r22g	item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Mal Rune Stack	Mal		0	100	49	49	20	1	0	1	61740		r23s	r23s	r23	16	1	1	0	0	0	flprun	invrsMal			0	xxx			0	0	runs	r23g	item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
